skills,interests,education,recommended_career
"git, python, mathematics, linux",,associate,ai product manager
"azure, tableau, statistics",,bachelor,ai software engineer
"git, scala, data visualization",,phd,computer vision engineer
"java, pytorch, aws, computer vision",,master,ai product manager
"sql, nlp, python",,master,nlp engineer
"nlp, pytorch, mlops, kubernetes, tensorflow",,associate,computer vision engineer
"python, spark, tensorflow, tableau, pytorch",,phd,machine learning researcher
"pytorch, spark, hadoop",,master,data analyst
"scala, tableau, kubernetes",,phd,head of ai
"r, aws, statistics, linux, deep learning",,phd,principal data scientist
"java, aws, computer vision, docker, deep learning",,master,ai software engineer
"java, hadoop, linux",,associate,ml ops engineer
"gcp, tableau, pytorch",,master,deep learning engineer
"hadoop, linux, git, scala, java",,master,ai specialist
"tensorflow, azure, spark, kubernetes",,master,autonomous systems engineer
"sql, pytorch, java, docker, linux",,phd,nlp engineer
"python, scala, aws, spark",,master,nlp engineer
"python, linux, sql, r, statistics",,master,principal data scientist
"docker, r, data visualization, deep learning, git",,associate,nlp engineer
"nlp, python, data visualization, azure, java",,phd,robotics engineer
"java, pytorch, nlp, r, tensorflow",,associate,autonomous systems engineer
"linux, pytorch, java, tableau, tensorflow",,master,robotics engineer
"sql, computer vision, scala, gcp",,master,deep learning engineer
"aws, hadoop, java, statistics, deep learning",,master,machine learning engineer
"linux, python, data visualization, java",,phd,computer vision engineer
"python, gcp, deep learning",,master,ai consultant
"python, data visualization, kubernetes, mlops",,associate,nlp engineer
"kubernetes, tableau, mlops",,master,ai consultant
"linux, sql, deep learning, pytorch, hadoop",,bachelor,ai consultant
"mlops, sql, tensorflow, hadoop",,bachelor,ml ops engineer
"pytorch, linux, python, statistics, gcp",,master,computer vision engineer
"computer vision, r, sql",,associate,ai research scientist
"linux, azure, deep learning",,bachelor,ai specialist
"kubernetes, tensorflow, azure, tableau, mlops",,associate,head of ai
"kubernetes, java, git, sql",,master,ai product manager
"computer vision, tableau, gcp",,associate,ai specialist
"nlp, r, kubernetes",,associate,head of ai
"statistics, kubernetes, nlp, linux",,master,data scientist
"statistics, git, nlp, python",,bachelor,ai research scientist
"tensorflow, linux, tableau, hadoop, kubernetes",,bachelor,ai research scientist
"gcp, nlp, hadoop",,master,deep learning engineer
"sql, hadoop, mlops",,master,data scientist
"gcp, computer vision, hadoop, deep learning, spark",,phd,deep learning engineer
"kubernetes, spark, nlp, statistics",,associate,data engineer
"computer vision, python, nlp, spark, tensorflow",,associate,ml ops engineer
"mlops, kubernetes, deep learning",,phd,data scientist
"mathematics, deep learning, computer vision, pytorch, kubernetes",,phd,data analyst
"git, azure, linux",,bachelor,data scientist
"gcp, r, kubernetes",,phd,nlp engineer
"java, r, spark, sql, mlops",,master,ai architect
"deep learning, r, tableau, gcp",,bachelor,autonomous systems engineer
"scala, git, computer vision, nlp, aws",,phd,robotics engineer
"java, r, azure, hadoop, git",,master,data analyst
"kubernetes, tensorflow, azure",,phd,nlp engineer
"linux, nlp, tableau, scala",,master,data scientist
"gcp, pytorch, tensorflow, kubernetes, aws",,bachelor,machine learning engineer
"computer vision, deep learning, sql, linux, python",,associate,machine learning researcher
"linux, deep learning, spark, hadoop",,phd,ai software engineer
"gcp, statistics, linux, pytorch",,bachelor,ai specialist
"sql, kubernetes, data visualization",,master,machine learning engineer
"sql, linux, spark, azure, hadoop",,phd,ai consultant
"linux, pytorch, r, nlp",,associate,research scientist
"python, sql, aws",,master,data analyst
"gcp, deep learning, pytorch",,bachelor,data analyst
"mlops, data visualization, python",,associate,ai software engineer
"mlops, mathematics, linux",,associate,ai research scientist
"gcp, deep learning, mlops, linux, sql",,bachelor,head of ai
"scala, r, statistics",,bachelor,ai product manager
"aws, kubernetes, pytorch",,associate,principal data scientist
"mathematics, git, nlp, python",,phd,machine learning researcher
"sql, python, gcp, azure",,associate,ai architect
"python, hadoop, deep learning, sql",,phd,research scientist
"gcp, statistics, tableau",,bachelor,ai product manager
"docker, spark, scala",,master,autonomous systems engineer
"r, scala, data visualization",,master,autonomous systems engineer
"data visualization, linux, sql, r",,bachelor,ai specialist
"java, sql, hadoop, kubernetes",,phd,computer vision engineer
"deep learning, gcp, kubernetes",,bachelor,robotics engineer
"python, spark, scala, aws, r",,master,ai consultant
"pytorch, sql, tableau",,associate,principal data scientist
"azure, sql, java",,associate,data analyst
"tableau, azure, kubernetes, mathematics",,phd,computer vision engineer
"python, tensorflow, pytorch, tableau, mathematics",,bachelor,machine learning researcher
"mathematics, hadoop, python, spark",,phd,nlp engineer
"tensorflow, deep learning, tableau, kubernetes, sql",,bachelor,computer vision engineer
"tensorflow, docker, kubernetes, gcp, data visualization",,bachelor,principal data scientist
"tableau, gcp, scala, nlp",,bachelor,ai consultant
"mathematics, hadoop, data visualization, aws",,master,deep learning engineer
"mathematics, sql, aws, kubernetes, linux",,phd,data analyst
"r, deep learning, tableau, pytorch, mathematics",,phd,ai architect
"kubernetes, aws, gcp",,phd,nlp engineer
"python, hadoop, mathematics, tableau, computer vision",,master,head of ai
"docker, python, statistics",,master,computer vision engineer
"pytorch, scala, mlops, computer vision",,phd,ai consultant
"aws, docker, data visualization, deep learning",,master,data scientist
"kubernetes, scala, computer vision, hadoop",,phd,ai specialist
"tableau, python, hadoop",,master,data scientist
"python, kubernetes, git, linux",,phd,ai product manager
"r, pytorch, spark, statistics",,phd,data engineer
"linux, data visualization, hadoop, azure, tableau",,bachelor,head of ai
"data visualization, git, python, scala, computer vision",,master,autonomous systems engineer
"sql, gcp, git",,phd,machine learning researcher
"sql, deep learning, scala, computer vision, pytorch",,bachelor,ai architect
"pytorch, linux, statistics, gcp, python",,bachelor,data scientist
"aws, kubernetes, nlp, azure",,bachelor,ai software engineer
"pytorch, python, computer vision, scala",,associate,ai specialist
"pytorch, data visualization, scala, linux, tensorflow",,bachelor,ai specialist
"java, tableau, r, statistics, gcp",,associate,ai architect
"statistics, data visualization, gcp, hadoop",,associate,data analyst
"statistics, r, mathematics",,associate,computer vision engineer
"nlp, sql, data visualization, azure",,associate,autonomous systems engineer
"linux, python, java, spark",,bachelor,ai product manager
"python, mlops, computer vision",,associate,ai research scientist
"python, git, tensorflow, mlops",,master,head of ai
"spark, tableau, azure, gcp",,bachelor,nlp engineer
"r, pytorch, docker, linux",,master,ai consultant
"nlp, spark, deep learning, mlops",,phd,data scientist
"kubernetes, git, sql",,associate,ai research scientist
"docker, python, tensorflow",,phd,data analyst
"computer vision, hadoop, mathematics",,master,machine learning engineer
"mlops, tableau, sql, data visualization, r",,phd,autonomous systems engineer
"deep learning, pytorch, tensorflow, gcp",,bachelor,ai research scientist
"tensorflow, sql, mlops, gcp",,bachelor,computer vision engineer
"gcp, sql, azure",,phd,robotics engineer
"sql, docker, data visualization",,associate,machine learning researcher
"sql, tensorflow, data visualization, linux",,phd,head of ai
"gcp, git, deep learning, docker",,bachelor,data analyst
"mathematics, data visualization, tableau, linux, hadoop",,bachelor,machine learning engineer
"java, computer vision, python, tableau, data visualization",,phd,computer vision engineer
"git, deep learning, data visualization",,phd,ai specialist
"sql, deep learning, java, python",,associate,autonomous systems engineer
"azure, java, mlops, sql, r",,phd,ai software engineer
"scala, git, computer vision, spark",,associate,ai research scientist
"linux, statistics, pytorch, mathematics, tableau",,bachelor,principal data scientist
"deep learning, aws, computer vision, scala",,bachelor,research scientist
"tensorflow, azure, mathematics, kubernetes, aws",,bachelor,machine learning researcher
"linux, scala, mathematics, kubernetes, tableau",,phd,machine learning researcher
"tableau, pytorch, git",,bachelor,principal data scientist
"kubernetes, r, aws, mathematics, statistics",,bachelor,computer vision engineer
"hadoop, tensorflow, java, gcp, docker",,bachelor,ai consultant
"data visualization, hadoop, computer vision",,associate,ai research scientist
"python, java, hadoop, gcp, nlp",,bachelor,machine learning researcher
"tensorflow, python, hadoop, tableau",,master,data scientist
"git, deep learning, azure",,master,ml ops engineer
"python, sql, tensorflow, aws, java",,phd,data analyst
"pytorch, hadoop, docker, computer vision",,phd,ai architect
"pytorch, python, java, nlp, hadoop",,phd,data analyst
"tableau, tensorflow, python",,phd,robotics engineer
"aws, pytorch, sql",,bachelor,robotics engineer
"tensorflow, deep learning, azure",,master,autonomous systems engineer
"data visualization, git, gcp",,master,ai software engineer
"azure, r, scala, sql, git",,associate,data scientist
"java, computer vision, sql",,bachelor,machine learning engineer
"sql, kubernetes, nlp",,master,ml ops engineer
"docker, nlp, data visualization, linux",,master,ai specialist
"sql, pytorch, deep learning, azure, aws",,master,ai consultant
"r, python, statistics, spark, gcp",,associate,ai specialist
"python, git, spark",,associate,ai architect
"python, tableau, git",,master,ai specialist
"mlops, tableau, sql",,phd,ml ops engineer
"hadoop, kubernetes, mlops",,bachelor,ai research scientist
"tensorflow, spark, data visualization, sql, docker",,bachelor,computer vision engineer
"r, data visualization, linux",,phd,principal data scientist
"python, sql, tableau, git, java",,master,ai software engineer
"data visualization, spark, pytorch, git, statistics",,bachelor,data engineer
"computer vision, pytorch, tableau",,master,principal data scientist
"java, azure, tableau, python",,associate,data analyst
"git, python, hadoop",,master,ai architect
"spark, pytorch, r, computer vision",,master,machine learning researcher
"sql, scala, kubernetes, deep learning",,phd,data analyst
"sql, tensorflow, computer vision, statistics",,bachelor,machine learning researcher
"data visualization, hadoop, python, r",,master,machine learning researcher
"pytorch, python, docker, mathematics, sql",,master,ai software engineer
"python, data visualization, sql, computer vision, hadoop",,associate,ai specialist
"statistics, git, mlops, gcp",,phd,deep learning engineer
"hadoop, kubernetes, git, pytorch, linux",,phd,research scientist
"java, sql, data visualization",,bachelor,deep learning engineer
"python, git, tensorflow, computer vision",,master,ai consultant
"data visualization, r, python, tensorflow",,associate,machine learning researcher
"git, aws, hadoop, r",,associate,ai software engineer
"statistics, data visualization, aws, mathematics, python",,bachelor,data engineer
"gcp, java, hadoop, scala",,associate,research scientist
"tableau, git, pytorch, tensorflow",,associate,principal data scientist
"deep learning, python, tableau, hadoop",,master,ai product manager
"sql, mlops, pytorch, statistics, python",,associate,ai software engineer
"scala, python, tensorflow, aws, mathematics",,associate,ai software engineer
"aws, java, python",,bachelor,deep learning engineer
"pytorch, hadoop, kubernetes, azure",,master,ai specialist
"sql, azure, kubernetes, gcp, nlp",,master,ai software engineer
"r, nlp, data visualization, kubernetes",,phd,ai product manager
"tableau, java, python",,master,autonomous systems engineer
"python, docker, hadoop, statistics",,associate,ai product manager
"aws, azure, deep learning, python",,bachelor,machine learning engineer
"python, kubernetes, r",,associate,nlp engineer
"python, statistics, mathematics",,associate,head of ai
"deep learning, mathematics, data visualization",,master,nlp engineer
"hadoop, java, scala, azure",,associate,robotics engineer
"scala, data visualization, statistics",,associate,machine learning researcher
"spark, pytorch, tableau",,phd,data engineer
"java, git, aws, linux, computer vision",,associate,ai product manager
"kubernetes, tensorflow, tableau, mlops, data visualization",,master,ml ops engineer
"linux, kubernetes, scala, java",,phd,head of ai
"data visualization, scala, tableau",,phd,ai product manager
"data visualization, tableau, sql, nlp, python",,phd,principal data scientist
"docker, git, data visualization",,phd,data scientist
"hadoop, computer vision, aws, pytorch",,associate,ai consultant
"hadoop, r, sql, mlops, nlp",,phd,head of ai
"data visualization, pytorch, scala, aws",,bachelor,ai software engineer
"azure, kubernetes, statistics",,associate,head of ai
"deep learning, data visualization, tableau, spark, computer vision",,phd,ai research scientist
"linux, deep learning, sql",,phd,ml ops engineer
"python, deep learning, java, sql",,bachelor,ai architect
"kubernetes, docker, sql, tableau",,associate,principal data scientist
"docker, azure, mathematics, java",,associate,robotics engineer
"deep learning, aws, r, python",,master,head of ai
"r, tableau, scala",,bachelor,autonomous systems engineer
"mlops, git, sql",,bachelor,computer vision engineer
"linux, hadoop, kubernetes",,associate,ai architect
"git, gcp, mlops, python, azure",,phd,head of ai
"azure, pytorch, scala, git, tensorflow",,bachelor,autonomous systems engineer
"statistics, pytorch, nlp, azure",,master,machine learning engineer
"python, sql, linux, gcp, hadoop",,bachelor,machine learning engineer
"tableau, sql, scala",,phd,nlp engineer
"gcp, mathematics, git, sql",,associate,ai research scientist
"mlops, spark, deep learning, aws, r",,associate,ai research scientist
"r, deep learning, statistics, python, tensorflow",,associate,principal data scientist
"tensorflow, python, java",,bachelor,ai specialist
"spark, tensorflow, python, git",,bachelor,data engineer
"kubernetes, sql, statistics, mlops, azure",,associate,robotics engineer
"data visualization, scala, aws, computer vision, sql",,bachelor,head of ai
"linux, kubernetes, docker, tableau",,phd,research scientist
"deep learning, hadoop, r, sql, nlp",,master,ai architect
"data visualization, python, hadoop, linux, java",,associate,ai product manager
"azure, tensorflow, tableau, data visualization, gcp",,bachelor,ai specialist
"kubernetes, python, spark, data visualization",,associate,ai specialist
"azure, python, data visualization, java, gcp",,master,ai product manager
"data visualization, mathematics, sql",,bachelor,head of ai
"aws, hadoop, java",,bachelor,autonomous systems engineer
"pytorch, git, data visualization, scala, hadoop",,bachelor,ai product manager
"linux, sql, nlp",,bachelor,deep learning engineer
"git, aws, kubernetes",,associate,head of ai
"spark, gcp, pytorch, mathematics",,associate,deep learning engineer
"mlops, azure, deep learning",,phd,robotics engineer
"linux, python, tensorflow, pytorch",,associate,ai consultant
"python, spark, pytorch, kubernetes",,master,research scientist
"spark, python, sql, gcp",,associate,deep learning engineer
"kubernetes, java, hadoop",,master,nlp engineer
"deep learning, git, java, sql",,phd,data scientist
"scala, mathematics, deep learning",,master,machine learning engineer
"tableau, sql, scala, pytorch, python",,master,data engineer
"kubernetes, git, spark, scala",,bachelor,machine learning engineer
"aws, python, git, deep learning, tensorflow",,bachelor,ai product manager
"spark, git, r, java",,phd,machine learning engineer
"scala, git, kubernetes, sql, aws",,master,machine learning engineer
"computer vision, spark, deep learning, sql",,bachelor,data engineer
"hadoop, nlp, deep learning, tableau, kubernetes",,master,deep learning engineer
"docker, scala, sql, kubernetes",,bachelor,computer vision engineer
"nlp, sql, linux, git, gcp",,phd,deep learning engineer
"hadoop, java, data visualization, nlp",,master,deep learning engineer
"spark, data visualization, kubernetes",,master,ai architect
"sql, pytorch, tensorflow, linux",,master,data analyst
"git, mlops, data visualization",,bachelor,autonomous systems engineer
"sql, pytorch, linux, scala",,phd,data engineer
"python, computer vision, tableau, tensorflow, git",,associate,machine learning engineer
"pytorch, java, tableau, docker, statistics",,associate,machine learning engineer
"git, azure, computer vision, kubernetes",,master,ai consultant
"python, tensorflow, computer vision, statistics",,associate,ai software engineer
"computer vision, azure, statistics, sql, spark",,bachelor,ai software engineer
"nlp, aws, sql, computer vision",,phd,deep learning engineer
"mlops, aws, kubernetes, scala, hadoop",,master,ai specialist
"git, aws, python, computer vision, statistics",,bachelor,ai consultant
"spark, docker, computer vision, statistics, python",,master,ai specialist
"pytorch, docker, git",,bachelor,ai architect
"data visualization, aws, spark, mathematics",,bachelor,research scientist
"kubernetes, sql, mathematics",,bachelor,machine learning researcher
"linux, computer vision, r, statistics",,associate,robotics engineer
"kubernetes, sql, statistics, computer vision, java",,master,ai specialist
"sql, tableau, linux",,phd,robotics engineer
"computer vision, spark, statistics, python",,associate,ai consultant
"git, data visualization, nlp",,associate,machine learning researcher
"python, computer vision, statistics",,phd,data engineer
"git, nlp, gcp",,bachelor,computer vision engineer
"sql, aws, mathematics, nlp",,bachelor,machine learning researcher
"linux, nlp, kubernetes, aws, python",,phd,data engineer
"gcp, mathematics, sql, scala, deep learning",,master,head of ai
"statistics, nlp, sql, kubernetes",,master,data engineer
"spark, nlp, python",,bachelor,ai specialist
"mathematics, spark, deep learning, nlp",,bachelor,ai architect
"python, spark, statistics, data visualization",,bachelor,ai research scientist
"python, mathematics, kubernetes, hadoop",,bachelor,research scientist
"nlp, tensorflow, java, linux, r",,bachelor,machine learning researcher
"nlp, java, mathematics, python",,associate,computer vision engineer
"java, pytorch, spark",,bachelor,data scientist
"scala, gcp, hadoop, sql",,associate,ml ops engineer
"kubernetes, deep learning, data visualization, spark",,associate,ai specialist
"data visualization, scala, spark, computer vision",,bachelor,ml ops engineer
"deep learning, kubernetes, nlp, spark",,phd,data scientist
"tableau, azure, hadoop, r, nlp",,master,head of ai
"python, statistics, git",,bachelor,ai specialist
"linux, mathematics, deep learning",,bachelor,robotics engineer
"data visualization, gcp, spark, tensorflow",,associate,head of ai
"computer vision, linux, mathematics, git, kubernetes",,phd,computer vision engineer
"python, java, git, linux, gcp",,master,robotics engineer
"scala, nlp, java, hadoop",,associate,data engineer
"java, computer vision, r",,associate,principal data scientist
"hadoop, java, aws, r, mlops",,bachelor,principal data scientist
"azure, linux, deep learning",,phd,autonomous systems engineer
"python, computer vision, deep learning",,associate,machine learning researcher
"hadoop, sql, linux, data visualization, gcp",,phd,research scientist
"nlp, scala, java, linux",,associate,ai research scientist
"mlops, aws, java, sql, git",,master,ai specialist
"linux, statistics, deep learning, mlops",,bachelor,autonomous systems engineer
"data visualization, scala, sql, aws",,master,data scientist
"deep learning, pytorch, mlops",,bachelor,ml ops engineer
"sql, pytorch, gcp, hadoop",,phd,machine learning researcher
"java, r, python, azure, mathematics",,master,machine learning engineer
"kubernetes, hadoop, java",,bachelor,machine learning researcher
"spark, java, pytorch, gcp",,master,ai consultant
"r, gcp, computer vision, spark, sql",,master,ml ops engineer
"hadoop, statistics, sql, tableau",,bachelor,machine learning researcher
"sql, python, git, kubernetes",,master,ai consultant
"sql, scala, azure, computer vision, gcp",,bachelor,ai software engineer
"sql, docker, data visualization, hadoop, deep learning",,associate,ai software engineer
"docker, aws, nlp",,phd,robotics engineer
"java, mlops, r, nlp",,phd,autonomous systems engineer
"tensorflow, r, statistics",,master,ai software engineer
"sql, python, deep learning, aws, statistics",,associate,machine learning engineer
"java, r, hadoop",,associate,data scientist
"docker, linux, azure, statistics, tableau",,associate,ai product manager
"scala, pytorch, gcp, spark, computer vision",,master,ai consultant
"tableau, java, scala, data visualization, tensorflow",,phd,data engineer
"linux, pytorch, data visualization",,bachelor,robotics engineer
"linux, azure, mlops, git",,bachelor,ai consultant
"computer vision, mlops, gcp",,master,deep learning engineer
"scala, sql, spark, gcp",,phd,ai product manager
"sql, aws, scala, gcp, azure",,bachelor,deep learning engineer
"spark, pytorch, java, tensorflow",,bachelor,ai consultant
"sql, hadoop, azure",,master,ai research scientist
"python, gcp, azure, sql, tensorflow",,bachelor,computer vision engineer
"computer vision, pytorch, tableau",,phd,ai specialist
"mlops, sql, aws, nlp, data visualization",,bachelor,ai architect
"python, kubernetes, statistics, aws",,master,ai software engineer
"mathematics, pytorch, scala",,associate,deep learning engineer
"azure, java, git",,master,ai specialist
"scala, kubernetes, r, gcp, hadoop",,master,autonomous systems engineer
"gcp, python, tensorflow, deep learning",,phd,ml ops engineer
"computer vision, statistics, nlp, kubernetes",,master,robotics engineer
"python, hadoop, r, linux",,associate,ai software engineer
"hadoop, tableau, aws, pytorch",,master,machine learning engineer
"spark, sql, azure, mlops",,phd,research scientist
"tensorflow, docker, tableau, java",,master,data analyst
"computer vision, mlops, statistics",,associate,ai research scientist
"tableau, python, nlp, spark, computer vision",,master,computer vision engineer
"java, scala, mlops",,master,ai consultant
"tensorflow, sql, data visualization, mathematics",,master,ai software engineer
"deep learning, python, linux",,master,autonomous systems engineer
"sql, docker, pytorch, hadoop, scala",,bachelor,ai research scientist
"computer vision, tableau, scala, deep learning, azure",,associate,ai research scientist
"gcp, python, deep learning, tensorflow",,phd,ai software engineer
"scala, azure, tableau",,associate,machine learning engineer
"mathematics, sql, data visualization, linux",,master,deep learning engineer
"java, sql, kubernetes, aws",,associate,ai architect
"r, scala, gcp, linux",,bachelor,deep learning engineer
"sql, scala, nlp, statistics, pytorch",,master,machine learning engineer
"hadoop, mathematics, nlp, aws",,bachelor,autonomous systems engineer
"sql, data visualization, linux",,master,ai specialist
"python, mathematics, gcp, aws",,phd,ai research scientist
"data visualization, aws, sql, statistics",,associate,research scientist
"deep learning, scala, pytorch, mathematics, gcp",,associate,research scientist
"java, scala, linux, deep learning",,bachelor,machine learning engineer
"scala, hadoop, statistics, tensorflow",,associate,ai architect
"sql, linux, java, pytorch",,bachelor,machine learning engineer
"tableau, gcp, tensorflow, pytorch, azure",,associate,data analyst
"r, aws, nlp, mlops, spark",,phd,computer vision engineer
"python, nlp, kubernetes, computer vision",,associate,ai architect
"java, linux, sql, deep learning",,bachelor,computer vision engineer
"kubernetes, sql, tableau, tensorflow, mathematics",,bachelor,data scientist
"kubernetes, sql, data visualization",,phd,autonomous systems engineer
"nlp, data visualization, pytorch, mlops, tensorflow",,master,machine learning researcher
"gcp, python, spark",,master,ai product manager
"statistics, kubernetes, java, gcp, scala",,master,data analyst
"scala, hadoop, java, mathematics, statistics",,associate,data analyst
"sql, pytorch, data visualization",,associate,computer vision engineer
"sql, kubernetes, spark, hadoop",,bachelor,machine learning researcher
"aws, linux, scala",,associate,data analyst
"sql, tableau, java, kubernetes",,phd,computer vision engineer
"tensorflow, sql, scala, azure",,master,deep learning engineer
"statistics, hadoop, computer vision",,phd,ai specialist
"computer vision, mathematics, nlp",,bachelor,nlp engineer
"linux, docker, data visualization, git",,master,machine learning engineer
"git, scala, deep learning, r, azure",,phd,ml ops engineer
"deep learning, java, mathematics, hadoop, pytorch",,associate,computer vision engineer
"pytorch, gcp, sql",,master,deep learning engineer
"python, deep learning, docker",,phd,machine learning researcher
"data visualization, python, sql, git",,associate,head of ai
"pytorch, python, git",,phd,machine learning researcher
"nlp, java, git, kubernetes",,phd,ai architect
"python, statistics, docker",,bachelor,machine learning researcher
"docker, mlops, aws, deep learning",,master,autonomous systems engineer
"computer vision, sql, pytorch, mathematics, aws",,master,ai research scientist
"data visualization, r, java, mlops",,phd,principal data scientist
"mathematics, deep learning, hadoop, docker, java",,master,ai research scientist
"git, sql, python, nlp, deep learning",,bachelor,autonomous systems engineer
"azure, sql, kubernetes, computer vision, statistics",,bachelor,data engineer
"hadoop, linux, aws, pytorch, mlops",,associate,ai architect
"azure, computer vision, git, aws, docker",,phd,machine learning engineer
"pytorch, mlops, spark",,phd,ai consultant
"tensorflow, tableau, r",,phd,head of ai
"spark, sql, pytorch, deep learning",,associate,principal data scientist
"mathematics, aws, mlops, java",,phd,ai product manager
"python, java, mathematics, spark",,phd,research scientist
"scala, spark, azure, tableau, kubernetes",,bachelor,data engineer
"python, aws, data visualization, nlp",,bachelor,ai software engineer
"scala, computer vision, sql, data visualization",,bachelor,ai architect
"nlp, hadoop, mlops, scala",,phd,computer vision engineer
"pytorch, docker, tensorflow, scala, aws",,bachelor,machine learning researcher
"spark, scala, kubernetes, hadoop, java",,master,robotics engineer
"hadoop, kubernetes, python, linux",,associate,machine learning engineer
"pytorch, sql, mlops, spark",,master,research scientist
"azure, sql, mathematics, docker, aws",,bachelor,autonomous systems engineer
"azure, hadoop, sql, pytorch",,bachelor,ai specialist
"python, tensorflow, linux, pytorch, deep learning",,associate,head of ai
"python, r, mathematics, tensorflow",,bachelor,deep learning engineer
"gcp, python, mlops",,associate,principal data scientist
"r, tensorflow, scala, linux, mathematics",,master,data analyst
"kubernetes, python, data visualization",,phd,principal data scientist
"data visualization, azure, gcp, java",,phd,ai research scientist
"python, azure, spark",,associate,ai specialist
"kubernetes, scala, git, azure, aws",,associate,deep learning engineer
"linux, kubernetes, python, tensorflow, scala",,associate,research scientist
"java, sql, kubernetes, hadoop",,associate,data engineer
"statistics, python, computer vision, spark, kubernetes",,master,data engineer
"spark, nlp, gcp, tableau",,associate,principal data scientist
"nlp, sql, java, gcp",,master,ai software engineer
"python, tensorflow, statistics, azure, gcp",,phd,nlp engineer
"kubernetes, python, azure, tensorflow",,master,ai architect
"python, computer vision, linux, tensorflow, kubernetes",,phd,ai software engineer
"scala, gcp, python, statistics, mlops",,master,ai software engineer
"kubernetes, hadoop, gcp, tensorflow, python",,phd,head of ai
"scala, tableau, azure, docker",,phd,ai specialist
"linux, nlp, docker, hadoop, computer vision",,master,machine learning engineer
"statistics, tensorflow, scala, python",,master,autonomous systems engineer
"python, linux, mlops, statistics, git",,master,computer vision engineer
"pytorch, mathematics, deep learning",,bachelor,robotics engineer
"tensorflow, docker, linux",,phd,data engineer
"tensorflow, gcp, statistics, python",,phd,ai specialist
"mlops, spark, gcp",,phd,data scientist
"git, hadoop, tableau, aws",,associate,ai architect
"pytorch, gcp, deep learning",,phd,ai consultant
"mathematics, sql, docker, tensorflow",,master,principal data scientist
"deep learning, scala, mlops",,master,ai software engineer
"scala, hadoop, aws",,master,ai consultant
"mathematics, linux, aws, docker, sql",,master,machine learning researcher
"data visualization, python, nlp",,phd,ai product manager
"data visualization, spark, deep learning",,associate,ai architect
"linux, docker, kubernetes",,phd,machine learning engineer
"sql, spark, pytorch, hadoop",,phd,data scientist
"java, deep learning, tensorflow, statistics",,bachelor,machine learning researcher
"git, linux, python, kubernetes",,phd,principal data scientist
"git, aws, azure, statistics, scala",,master,ai product manager
"linux, azure, tensorflow, git",,phd,ai consultant
"tensorflow, pytorch, aws, statistics",,associate,machine learning engineer
"docker, python, nlp, mlops",,bachelor,ai product manager
"sql, spark, python, r",,phd,machine learning engineer
"hadoop, linux, gcp, tableau, mathematics",,master,ai architect
"spark, linux, python, azure",,master,machine learning researcher
"r, sql, mlops, statistics, hadoop",,master,research scientist
"docker, nlp, kubernetes, statistics, mathematics",,associate,machine learning researcher
"data visualization, linux, python, tensorflow, aws",,master,robotics engineer
"r, git, kubernetes, computer vision",,master,machine learning researcher
"git, pytorch, aws, data visualization",,associate,machine learning engineer
"tensorflow, mlops, scala",,phd,ml ops engineer
"scala, pytorch, aws, tensorflow",,associate,ai research scientist
"kubernetes, python, statistics, docker, scala",,associate,ai product manager
"tableau, tensorflow, java, kubernetes",,bachelor,nlp engineer
"nlp, gcp, docker",,phd,ai consultant
"java, computer vision, python, aws, tensorflow",,phd,nlp engineer
"python, tensorflow, azure",,phd,robotics engineer
"scala, r, tableau, tensorflow, docker",,phd,ai specialist
"gcp, kubernetes, sql, computer vision",,master,data scientist
"java, python, deep learning",,phd,robotics engineer
"computer vision, linux, gcp, statistics",,associate,data analyst
"linux, sql, git, mlops, hadoop",,bachelor,research scientist
"kubernetes, git, gcp, nlp, sql",,phd,machine learning researcher
"scala, r, nlp, linux, deep learning",,associate,computer vision engineer
"azure, sql, scala, data visualization, git",,master,data scientist
"hadoop, pytorch, java",,phd,robotics engineer
"r, tableau, azure",,associate,ai software engineer
"hadoop, git, pytorch, aws, linux",,bachelor,ai consultant
"kubernetes, python, azure, spark",,bachelor,ai specialist
"git, r, tableau",,bachelor,principal data scientist
"tensorflow, aws, tableau, kubernetes, nlp",,master,ai consultant
"tableau, python, tensorflow, pytorch",,bachelor,research scientist
"spark, linux, git, azure",,master,research scientist
"python, java, mlops",,master,nlp engineer
"sql, statistics, pytorch, r",,phd,data scientist
"python, spark, nlp",,master,ai product manager
"nlp, gcp, spark, kubernetes",,bachelor,ai software engineer
"pytorch, kubernetes, sql, gcp",,phd,head of ai
"docker, spark, data visualization, git, python",,phd,ai product manager
"aws, r, sql, deep learning",,associate,ai research scientist
"gcp, azure, tableau, computer vision, git",,bachelor,head of ai
"tensorflow, gcp, nlp, spark, scala",,associate,nlp engineer
"r, python, mathematics, nlp",,phd,machine learning engineer
"gcp, deep learning, tableau",,associate,principal data scientist
"kubernetes, pytorch, azure, gcp, mlops",,bachelor,ml ops engineer
"data visualization, spark, kubernetes, java, statistics",,associate,research scientist
"sql, statistics, spark, git",,bachelor,robotics engineer
"azure, java, git, computer vision, python",,master,computer vision engineer
"java, python, r, docker, aws",,master,principal data scientist
"kubernetes, nlp, statistics, deep learning",,bachelor,deep learning engineer
"aws, statistics, tableau",,phd,machine learning engineer
"git, kubernetes, statistics, tableau",,bachelor,ai specialist
"aws, linux, python, tensorflow, java",,bachelor,head of ai
"hadoop, mlops, tensorflow",,phd,ai product manager
"hadoop, gcp, pytorch, sql, linux",,master,ai consultant
